"","sample_type_stool","treatment_stool","visit_stool","antibiotics_stool","age_stool","sex_stool","NSAIDS_use_stool","BMI_stool","interaction_stool","subject_stool","sample_type_swab","treatment_swab","visit_swab","antibiotics_swab","age_swab","sex_swab","NSAIDS_use_swab","BMI_swab","interaction_swab","subject_swab","sample_type_tissue","treatment_tissue","visit_tissue","antibiotics_tissue","age_tissue","sex_tissue","NSAIDS_use_tissue","BMI_tissue","interaction_tissue","subject_tissue"
"Burkholderiales_noname",-43.960019714142,0.754125256357488,-0.0484392251060656,-1.12813197401747,-0.477395519623638,0.858510213949732,0.64075575371654,-0.382136169661215,-0.0460579437436857,18.2136326709896,-48.7598988275373,0.578355264351379,-0.00660858356642913,-1.16176124439452,-1.53954204145753,1.26102771006451,0.850241360057519,-0.0807847703111437,-0.265759429187163,17.1743845604138,-0.36857002752969,0.893348202711472,0.249078273268525,-1.02566427493827,-0.908190617967923,1.66381693426684,0.818834835055387,-0.069125637713117,-0.222109359615751,117.267537239817
"Parasutterella",-41.7744614446245,0.365088858812535,-0.180470731187491,-1.04888673960036,-0.050140166447899,0.111529163325135,0.148330363936854,-0.710818758966793,0.0286618379137169,20.9344584557879,-46.315014270049,0.395525273259126,0.472944513603954,-1.48390487212581,-0.47509374785079,0.178536901203451,0.450332010624931,-1.06139297776334,-0.626619708668414,20.7377662928577,-0.0887224298715765,0.753173402127222,0.422878565310298,-1.27429521856881,-0.304384865702218,0.625539715729364,0.356254743729014,-0.529402824793147,-0.591494485315362,103.01321280384
"Sutterella",-15.1783861614828,0.289814948889697,-0.18442650999423,0.241124193055217,-0.112016649640384,-0.0295161706148821,-0.378822912770627,0.308931329993391,-0.178196590272738,36.61665122861,-9.92285827080706,0.136003020832783,-0.335102361261096,0.691465359934896,-0.128210936185369,0.561279149498978,-0.177659581100164,-0.212586290196023,0.0139821147631564,34.4338949901492,4.24390338556019,0.189458714513728,0.181574433554105,0.523382216911821,-0.260049292297973,0.423629447182028,-0.295962620204709,0.0867243761261439,0.0417002609789821,143.328297209856
"Sutterellaceae_unclassified",-16.9170058839059,0.7133581180511,0.401944403377144,-1.06383104871404,0.0111590027636392,-0.849002024219081,0.040679582272486,0.701673261824688,-0.805247611595827,18.6325800270949,-13.3942246158633,0.388186195170647,0.904289004047902,-0.953623684087779,0.0921282396324832,-0.981752214961668,0.374148926662894,0.787587641618546,-0.82369886994121,19.3332890451667,1.72459723639768,0.324513338429767,0.342211858026547,-1.20170902391219,0.132702529900702,-1.05160019316571,0.245004603848336,0.537156882545287,-0.641645079227254,94.4241355723355
"Bilophila",-93.4311564596769,0.108521919499124,-0.174832389278802,-2.54648243497712,-0.00520336832930067,0.124986267611614,0.1434807986539,1.39036669251639,-0.0650531430755073,15.4152393046566,-85.9600053809554,0.265125154215061,-0.236533630950357,-1.99556125108411,-0.11343802685078,-0.0550653191357395,0.347858598850602,0.697297937622343,-0.11259077649802,16.5075672334204,3.70548063510623,-0.0544754335281577,-0.0359531667862819,-2.47351950146504,0.0721123494695329,0.411882349862986,0.0542665047366166,0.430938770844204,0.790747029336821,112.130888582253
"Desulfovibrio",-33.4263039419871,-0.426967902068919,-0.69420072294839,-0.8986150890535,1.97461029927219,-0.476424403411299,-0.178965901561866,-0.628940811263833,0.463993489089318,10.8064685148736,-53.4484832735148,-0.208720194883408,-0.0987402744102494,-1.31160041528415,2.24932449139982,0.0945480167454542,0.593245531585601,-0.19041608167133,-0.000916570973690569,14.76802393617,-7.76843410808885,-0.649939865629874,-0.682633962416997,-1.30497413089638,2.25746655732697,-0.10599265565484,0.0320784886597763,-0.281741515018011,0.5495951426663,83.1788556655427
"Campylobacter",-45.7540049871127,0.149289414021917,-0.112651247044411,-0.193772995418906,-0.169701851874992,-0.240375439887228,0.110797562720224,-0.0300205167762944,0.0800258321541973,5.49939384574698,-4.69972094214372,-0.431534695952745,0.961822081993745,0.19133451157441,-0.232467468209556,-0.238318135318901,0.250751626447174,0.396394009029623,-0.668421451707514,12.6488019685428,37.1278049466606,0.0102378183328692,0.107397668416657,-0.0526887558846648,-0.188766949534461,-0.262849854697679,0.159898389248283,0.0725222400854206,-0.0879687423746164,12.8534131214504
"Escherichia",3.44624732334812,0.420539179564397,-0.620505342508882,-0.00884325621728449,0.482259912394054,1.22692439454303,0.202916650894022,0.490379462157561,0.0857434712827018,12.879873611822,27.2738709449517,0.502555091260081,-0.780067810151118,0.227519201850627,0.653608532640414,1.09901815681161,0.488167078575268,0.260291702419022,-0.0937271056573358,8.12166655121042,22.5662291534508,0.480256103929528,0.095659826204664,1.07058606648217,0.571814420200403,1.89664902154166,1.04304861346754,0.751672090744032,0.0286855493126246,31.9116528134268
"Klebsiella",-0.722107293915673,1.11958115437316,0.546968471239705,-0.947839650944994,0.229637413093886,0.692778108750326,-0.249998057352803,0.365005884314761,0.324673415992157,12.9942144196695,-2.82714278354483,1.26274982255412,0.714249245587174,-1.13333682539864,0.850807052712805,0.943158378226664,0.316788472753937,1.2349126271409,0.0809592020614932,5.76696722221509,-1.92294797058723,1.76999120226642,0.530634165678383,-0.690080519228679,1.77676448864261,1.42432526583259,0.211775778366252,1.22733071894304,0.294846549429034,21.9389166010499
"Haemophilus",-13.5539625371419,0.547644804643244,1.69667962458799,0.17650909750371,0.176999827882575,0.761089671130341,0.212457368196679,-0.341301461850305,-0.056150196403997,1.05647447104216,-33.3953181131743,0.17773529524664,1.74170388071921,0.896120090171706,0.71495404027151,0.930580159540564,0.0283158420005319,-0.0886430142029114,0.0410329388698931,3.36072992794745,-7.27771782751587,0.549872351527425,3.11763126771855,0.125456711723548,0.547657846651318,1.45744495894837,-0.0645961240290926,-0.0314763954771384,-0.397594240862029,16.7133379188547
"Akkermansia",37.1559911093583,-0.136584301694589,-0.621373351773511,-0.464423796391434,0.184394777601039,-0.462089767487561,-0.685013125397515,1.14257924791767,0.0493923783756646,22.9730924377102,17.10483200308,-0.626226828114236,-0.90418443537003,-0.185557905584109,0.0536967375132821,-0.859874895969811,-1.19611344964063,1.61579785184796,0.37439726908364,23.1765327318175,-3.59462184147222,-0.17858905033932,-2.63715923297639,-0.215134459176612,0.0269738074780643,-0.691925220106734,-0.866344852061541,0.769174859512204,0.780383160956368,66.6786576865221
"C2likevirus",2.14690666569187,-0.110152011654847,-1.34753052219843,-0.515324236906165,0.142650517798237,0.0703059875118975,0.605257182418468,1.37881788273053,1.67867874418716,3.67535170066223,-0.463359608153498,-0.394213171958614,-2.58286794350649,-0.576065029092346,-0.154695736076234,0.284858688758527,0.656196362954654,1.9174885161566,3.07253228277065,2.65157774068785,-5.19782104410315,0.105743903646908,-0.00837930811177943,-1.85530368125785,0.203303105602748,-0.536771041727014,0.676261043554147,1.53240574302055,0.0953013610675045,13.436340633509
