"","V1","V2","V3","V4","V5","V6"
"1",0.130827657825832,0.001,0.124032262293847,0.001,0.112629116326964,0.001
"2",0.0152906763136389,0.001,0.0189612431988519,0.001,0.00381892954755783,0.077
"3",0.522602939150092,0.001,0.480358014825631,0.001,0.446908528810726,0.001
"4",0.00295776901977194,0.132,0.00344364526999376,0.054,0.001719300764857,0.633
"5",0.0117280103988336,0.001,0.00733426645963551,0.002,0.00500242284097321,0.05
