"","","","","","perc"
"1230","SW00344",4117589,9374551,"SW",0.439230529547495
"1231","SW00345",11696099,11845512,"SW",0.987386530865023
"1232","SW00347",9228690,11729184,"SW",0.786814325702453
"1233","SW00348",4181971,12887169,"SW",0.324506569286086
"1234","SW00349",2669160,10913469,"SW",0.244574845999929
"1235","SW00350",32135744,34722826,"SW",0.925493333981514
"1236","SW00351",9882591,12294791,"SW",0.803803090268066
"1237","SW00355",10109585,10230347,"SW",0.988195708317616
"1238","SW00356",2852116,14229357,"SW",0.20043885328058
"1239","SW00357",6744083,15637962,"SW",0.431263549559719
"1240","SW00358",13191277,13906529,"SW",0.948567180207225
"1241","SW00359",768489,13257872,"SW",0.0579647321983498
"1242","SW00361",4373818,10557985,"SW",0.414266358590204
"1243","SW00362",5330319,13229778,"SW",0.402903132614924
"1244","SW00365",11080693,12657822,"SW",0.875402814165028
"1245","SW00366",7508786,9762476,"SW",0.769147703922652
"1246","SW00367",7744297,9957807,"SW",0.777711096429164
"1247","SW00368",3142398,6468585,"SW",0.485793724593555
"1248","SW00369",5605328,13137118,"SW",0.426678667269336
"1249","SW00370",1950011,10418448,"SW",0.187169048595338
"1250","SW00371",8369271,10216151,"SW",0.819219586711277
"1251","SW00372",3978834,5429278,"SW",0.732847719346845
"1252","SW00373",6694378,10988257,"SW",0.609230199111652
"1253","SW00374",13454999,18031613,"SW",0.746189428533099
"1254","SW00375",3207549,13666534,"SW",0.234700985633958
"1255","SW00376",894257,10745727,"SW",0.0832197765679325
"1256","SW00378",13649182,15948327,"SW",0.855837856848559
"1257","SW00380",12273109,15486598,"SW",0.792498714049399
"1258","SW00381",17682429,19192950,"SW",0.921298132908177
"1259","SW00383",1575073,9773200,"SW",0.161162464699382
"1260","SW00385",18059859,18760484,"SW",0.962654215104472
"1261","SW00387",3985547,11138009,"SW",0.357832984333196
"1262","SW00388",714633,14010000,"SW",0.0510087794432548
"1263","SW00389",8823128,15954057,"SW",0.553033501133912
"1264","SW00390",11437702,11764386,"SW",0.972231104963744
"1265","SW00391",18792011,24491324,"SW",0.767292572667774
"1266","SW00392",1086550,16780047,"SW",0.0647525003952611
"1267","SW00393",13712580,16706750,"SW",0.820780822122795
"1268","SW00395",5732748,19722653,"SW",0.29066819763041
"1269","SW00396",541993,15397347,"SW",0.0352004147207957
"1270","SW00397",9300528,9366336,"SW",0.992973986839678
"1271","SW00398",7600638,10961278,"SW",0.693408013189703
"1272","SW00399",2039900,12049656,"SW",0.169291139929638
"1273","SW00400",12095679,12976939,"SW",0.932090302651496
"1274","SW00401",19887050,21813442,"SW",0.911687848254301
"1275","SW00402",6816184,12333315,"SW",0.552664389095713
"1276","SW00403",14172126,14360666,"SW",0.986871082441441
"1277","SW00404",1638328,8539738,"SW",0.191847571904431
"1278","SW00405",8834819,12140191,"SW",0.727733113918883
"1279","SW00406",9047327,10442018,"SW",0.866434725548261
"1280","SW00407",10600271,12304215,"SW",0.861515423779575
"1281","SW00408",1249275,17038037,"SW",0.073322707304838
"1282","SW00409",9519443,10690610,"SW",0.89044900150693
"1283","SW00410",75011,136077,"SW",0.551239371826245
"1284","SW00411",12764310,13646519,"SW",0.935352817813832
"1285","SW00412",3013041,12886834,"SW",0.233807698617054
"1286","SW00413",11020933,15844180,"SW",0.695582415751399
"1287","SW00414",4295801,16473741,"SW",0.260766573906923
"1288","SW00415",19225965,20035832,"SW",0.959579068141518
"1289","SW00416",7214693,11398869,"SW",0.632930600395531
"1290","SW00417",2508333,10792576,"SW",0.232412817848121
"1291","SW00418",2921918,17131490,"SW",0.170558311040079
"1292","SW00419",1230839,9390088,"SW",0.131078537283144
"1293","SW00420",2283265,12181320,"SW",0.187439866943812
"1294","SW00421",9865744,12727257,"SW",0.775166557884389
"1295","SW00422",7287564,13296410,"SW",0.548085084620586
"1296","SW00423",7018628,10127674,"SW",0.693014802806646
"1297","SW00424",11650706,16358634,"SW",0.712205310052172
"1298","SW00425",6133018,12829700,"SW",0.478032845662798
"1299","SW00426",11659113,11910332,"SW",0.978907472940301
"1300","SW00427",17891878,20505760,"SW",0.872529377111602
"1301","SW00428",3134187,11613054,"SW",0.269884820995407
"1302","SW00429",12182116,12431014,"SW",0.979977659103272
"1303","SW00430",7569443,18593505,"SW",0.407101458278039
"1304","SW00431",1810687,13537336,"SW",0.13375504604451
"1305","SW00432",10079856,14621369,"SW",0.689392080864658
"1306","SW00433",13599844,14969854,"SW",0.908482073372259
"1307","SW00434",18083410,25576076,"SW",0.707043957798687
"1308","SW00435",7319590,10720585,"SW",0.682760315785006
"1309","SW00436",15143643,19272759,"SW",0.785753767792146
"1310","SW00438",12900043,14988666,"SW",0.860653176206608
"1311","SW00439",10858607,13061301,"SW",0.831357228502735
"1312","SW00440",4603224,11879728,"SW",0.387485639401845
"1313","SW00441",5725891,11942698,"SW",0.479447022774921
"1314","SW00442",8776989,8905592,"SW",0.985559298023085
"1315","SW00443",1158999,10206892,"SW",0.113550628340145
"1316","SW00444",5918235,12152108,"SW",0.487013035104691
"1317","SW00445",4660647,16137483,"SW",0.28880879378773
"1318","SW00446",8799938,12809254,"SW",0.686998477819239
"1319","SW00448",17003361,18078905,"SW",0.940508343840515
"1320","SW00449",1205755,4870988,"SW",0.247538076464159
"1321","SW00450",7815718,9218159,"SW",0.84786105338387
"1322","SW00452",11766198,11879873,"SW",0.990431295014686
"1323","SW00453",10087129,16948475,"SW",0.595164402696998
"1324","SW00454",962688,8276331,"SW",0.116318209119476
"1325","SW00455",3913194,8271827,"SW",0.473074932539087
"1326","SW00456",12045238,13815861,"SW",0.87184128444836
"1327","SW00458",7872725,10292707,"SW",0.764883815307285
"1328","SW00459",2581702,11322941,"SW",0.228006310374663
"1329","SW00460",12389675,15782655,"SW",0.785018426874312
"1330","SW00464",518913,11731866,"SW",0.0442310711697525
"1331","SW00465",8456174,11845062,"SW",0.713898669335796
"1332","SW00466",17259648,20818527,"SW",0.829052314796335
"1333","SW00467",5367690,10993086,"SW",0.488278723554059
"1334","SW00468",3063326,10585429,"SW",0.289390822044151
"1335","SW00470",4028574,15053740,"SW",0.267612832425696
"1336","SW00471",4150782,16628186,"SW",0.249623260168006
"1337","SW00472",10205785,10418412,"SW",0.979591227530645
"1338","SW00473",1563104,14192119,"SW",0.110138873553696
"1339","SW00476",870619,11572254,"SW",0.0752333123693967
"1340","SW00477",6653757,11524153,"SW",0.577374927250619
"1341","SW00478",11478587,17815638,"SW",0.644298396723148
"1342","SW00479",594203,11761020,"SW",0.0505230838821803
"1343","SW00480",7856953,12218664,"SW",0.643028812315323
"1344","SW00481",593049,12840209,"SW",0.0461868650268855
"1345","SW00482",6160651,13751036,"SW",0.448013589666989
"1346","SW00483",6193187,12051777,"SW",0.513881645835299
"1347","SW00484",2486815,10989723,"SW",0.226285503283386
"1348","SW00485",2870444,13097578,"SW",0.219158381801582
"1349","SW00486",11536380,12637569,"SW",0.912863858547479
"1350","SW00487",5111781,19149455,"SW",0.266941330706279
"1351","SW00488",1138332,8269163,"SW",0.137659881659123
"1352","SW00489",13488306,15569324,"SW",0.866338577063462
"1353","SW00490",5795261,10875447,"SW",0.532875660191255
"1354","SW00492",5770116,10188260,"SW",0.566349504233304
"1355","SW00493",3343799,9952942,"SW",0.335960864636808
"1356","SW00494",8874270,18495132,"SW",0.479816526856905
"1357","SW00495",12761824,19885764,"SW",0.641756786412632
"1358","SW00496",2383054,12197625,"SW",0.195370328240129
"1359","SW00497",1965644,11561902,"SW",0.170010435999198
"1360","SW00498",2909625,11266993,"SW",0.258243259758837
"1361","SW00499",14338843,15824960,"SW",0.90609031555214
"1362","SW00500",10912434,11814803,"SW",0.923623864062736
"1363","SW00501",8153463,12366020,"SW",0.659344154384353
"1364","SW00502",534866,12908476,"SW",0.0414352554089267
"1365","SW00503",4491920,4677001,"SW",0.960427419194479
"1366","SW00504",10505063,10759954,"SW",0.976311144081099
"1367","SW00505",3329753,12783865,"SW",0.260465281822047
"1368","SW00507",12669277,19160109,"SW",0.661231989859765
